id,sentiment,text
728571,0,is not refreshed by my afternoon nap 
903342,4,@fallenstar_ I got 71! That's more than I'm following... I feel special now 
679783,0,"is really, really sick "
866468,4,@LeanneBennett It was quite yummy and hit the spot! 
855952,4,"@mistydawn1031 wow we've ONLY had sun, some people get all the weather! "
975997,4,One day hopefully everyone will mold their selves to please me 
94328,0,@mollydigcat not holding my breath for that 
1331833,4,yay! my mouth is not numb anymore  but im sooo sore..thank god for pain meds haha.
782944,0,"@twiitar I always remember the bad dreams, rarely the good ones. "
1016138,4,@pcmacsmackdown I wrote up how I created the transparent Dock in OSX right here: http://bit.ly/192HyZ  1337 sk!11z not needed 
578325,0,I need a job 
1351137,4,oor at least some seeds 
968868,4,@AiyerChitra what you said makes a lot of sense - that's all 
1129387,4,How is everyone on this lovely saturday 
578534,0,"Saw my co-workers @tclayton and @chadnorthrup in the background during @cnbcfastmoney, but our interview didn't make the cut   #140conf"
29549,0,back at work  wish I was still on holiday......
826,0,"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' "
1589301,4,@simonlawry that was a cool invite! 
1198815,4,@xia_hime good luck with your exam! I'm sure you'll do great! 
826207,4,@degrassiboi LOL well I was talking about what your ex friend said and good 
1361605,4,"finally on plane. shouldve boarded an hour ago. seated in last row (so no leaning back, but also no seat getting kicked) and by window "
854112,4,@johncmayer... taking your song &quot;Stop this train&quot; to a while new level with that profile shot. More like &quot;Turn this train around&quot; 
308754,0,Wish i was drinking tonight! 
942708,4,@trinixia .. Gee hang in there .. But it seems u are .. But glad 2 here ur afternoon days are well.. Myself is doing well thanks .. 
903111,4,yaaayyy !  no work today 
622339,0,@ozzblair probably b/c it errored out the first time so then submitted it twice.  Sorry  
85877,0,"Exams in a week, aaah, left my english course work in the locker! I'm screeeewed. "
183461,0,@IAMtheCOMMODORE ahh im so sad i called like 300 times no one answered  oh well
666197,0,@XScarlettMarieX me toooo 
1566881,4,"@texeyes --but btw, when you get back from Puerto Rico (I loved it there too).....we DO beard and mustache trims.....  "
806880,4,"just home from hospital, arm: not broken  Was genuinely worried about that one!"
220800,0,grrr.. why'd i have to have soccer tomorrow? could've gone to wonderland. 
956782,4,"@tokafi: might be recording in Wuppertal, but unsure where. It won't be the Stadthalle, I am afraid... "
1595006,4,@ErinElizabethx0 ERIN DARLING! i found you on twitter 
1486528,4,@JeffGignac Awww thanks! Appreciate the birthday wishes 
1574365,4,has an extremely comfortable bed. 
706229,0,"@CherylHarrison  Campus Tan and Nails across the street!!  Wait, I'll be the only person there "
1573450,4,So lee loves me 
1095903,4,@RachelLock22 What's the time over here? Party time 
952408,4,@PinkGuitarChick yesssums u guys were great made the waiting so fun XD haha yess very BIG ies u tell 
1241799,4,@espnsports11 great! i need your help! w a project  let me know when you have time to discuss... 
368689,0,@JurrBurr  So sorry to hear that honey! It's a hard lesson learned about checking with HQ legals before starting a project. 
1217411,4,@mileymadjaz haha tweeting in spanish class! 
581445,0, so so over everything
1121321,4,"Relaxing between parties...the laundry, cleaning and planting can wait until tomorrow "
1305570,4,@chris_leung nice !  will have to ask you how to use my iPhone in china when i go next ... 
596174,0,@kiss_ty heard it was so much better! can't update jailbroke mine  haha
195085,0,"Back to work tomorrow, bad times "
1525380,4,"@PhilsLion The sun is coming out. Its kinda cool, like, a little breezy. And it's also kinda hot. But Miami's always kinda hot. "
1106041,4,@iiKrisii sure! We need to catch you up on our conversations with @tenelilli and @ktbeeper  we got plans! :p
116843,0,@aliciaguess I have my shirt on today and I haven't saw you or Tomas yet  where are you?
693427,0,@RespectMileyC according to a currency convertor its 897.253 AUD...they are so expensive 
202458,0,has not caught any fish yet.  
1126347,4,@C_Nichole you can come over whenever you likkkkkee.  
431484,0,It's official I need a new case my iPhone : I have gone through 3 or 4 
957304,4,@nuttychris YES PLEASE! with Brown sauce 
1223559,4,Preparing for a 12+ hour work day...first day of summer classes at Highland Community College! 
164421,0,Yay for having a giant headache  stupid glasses.
761779,0,@ xtineoh what's wrong?  feel better!
165679,0,@agoodeye I am soooo disapoointed I couldn't make it  I will be there next time! Glad it was productive.
1213433,4,fuckkk im too good at procrastinating  not as good as yesterday... i sat here for 6 hours before i started anything.
133365,0,It's got to be bad that i start yawning immediately after finishing a mocha wake up from wawa.  need more caffeine!
306989,0,@DonnieWahlberg - Where r u? Im sad. I need a hug... 
1493288,4,Late afternoon nap has made me extremely lazy. Not that there's anything wrong with that. Good way to be on a Sunday. 
1579014,4,"@sitharus I now have extra uber antibiotics, so I'm sure it will be clearing up soon "
1293694,4,"watching the godfather, yes it is the best film ever "
1461912,4,"Making believe I'm sleeping on the couch.. My kid is watching Little Einsteins, I'll just tweet.. "
506768,0,http://bit.ly/BgaYO  real world... 
607067,0,"last hour just started, still time to focus on the data model, but - do I want to? - YES I do! Design has to be finished by tomorrow "
631134,0,@_misslizzie_ None of them seem to  You can look here for Japan's holidays: http://bit.ly/GlVbi
390902,0,getting blink tickets for chicago isn't looking promising... 
252438,0,my tummy hurts 
1050663,4,is having a boy! Oh Boy!!! 
53820,0,the rain takes the magic out of Relay 
1135493,4,@imogenheap Congratulations Immi! Yay! We're extremely excited about what's to come!  x
847476,4,79 Featured Photos on Buzznet  HOW COME!
448569,0,@Sweetpea4kids My work for the night.. now i've got 3 wash loads to compete before i can go to bed  Thank god for the 30min cycle! LOL
137226,0,I had a nightmare again 
782387,0,Awake with upset stomach 
869569,4,"Last count for the day on the facebook group is 11,210.  Goodnight my fellow Aussie Ellen fans "
625726,0,Fuck my face is swollen... Bad times 
1194806,4,@zachcumer cute kittie! By the way the name of the cat I posted earlier is Binki my other one is Stoofa... 
815054,4,hello any1 owt der cum n talk 2 me n hw do u speak 2 people wtcha go on 2 talk xxxxxxx 
531190,0,@kayiamberly Yeah she was in Cali for the weekend but I wasn't able to see her  Did you call her?
896334,4,@sapphire_dorian Oh well she wrote it on your itted wall :-p!  Well you'll see the rest!  This weather had me sleepiin all daii!  
1550648,4,"@DitaVonTeese Oh don't worry my dear, those of us with a hint of panache understood the quote..............Very good, mwah, mwah "
494879,0,"At Denver, delayed. "
1285045,4,"@jshe haha yup i saw it, no wonder there is one dino which is much more detailed than others  nice!"
522997,0,the A/C had turned off here. it's so hot 
166656,0,if officially done with high school....  so sad... i miss them already! movie later???
1234930,4,@nicksoapdish cheap way to teach your kid to swim 
1578321,4,@TheImperfect No worries. I found alternate plans. 
1310593,4,"Good night, my friends. Wishing you peace, love, and happiness! *hugs* "
1585941,4,@BunnyMandala yes the 'Eyes-on-U' move was also pretty cool 
1424552,4,@LenkaMusic won't you share a pic of your awesome hotel room view for your fans on twitter?  can't wait for your concert on monday!
1182193,4,@uscsara  thanks!! Where were u?
446891,0,"@devanlane Oh no, that sucks! I wish people understood the importance of making appointments. "
143286,0,@clubberlang09 @damondnollan I thought u had my back damond! I see the IT brothers stick together  I didn't do anything wrong 
175939,0,watching missy elliot video collection so sad I was told that I looked like her all through high school 
1118786,4,"This lady is a Hot Mature brunette MILF , Her cuck seems happy to bendover for her, he takes it deep and hard up his loose ass "
82394,0,having a headache since last night. it's killing me. it won't go away.  happy mother's day btw. going to meet my mommy for lunch.
1343798,4,@m_ford 8th &amp; 9th of August.. Have you seen the site: wordcamp.org.nz 
1162712,4,Saw this recently .. http://tr.im/mWJ5     - The new 'Twitter'  
1549601,4,3700 updates!!!!!!!!! 
245481,0,crapcrapcrapcrapcrappppp maria 
392122,0,I just want to go back to Philly and have real friends again 
795164,0,"Awesome, another market spam follower: BPFurniture "
1464051,4,Gone to eat. Then BeAcH!!! 
150492,0,just got owned and even sadder cause the cavs lost in ot with another king james shot at the buzzer 
515875,0,"Damn, I HATE waking up... "
272862,0,@WildFlowerRu I'm not very good with sick  .
1597083,4,@cahoots512 SOMEONE'S excited to go back to school! 
1392290,4,Bishops lost to Paul Roos... wow that sucks... lol 
956203,4,DONE DONE DONE... tomorrow i start the maths assignment/researching for my sociology assignment! 
168103,0,where is @HoodieCouture ??? 
1098612,4,We'd finally took the jackass &quot;My dad&quot; to the airport and he forgot to take my other laptop so YAY!!! 
679389,0,@thebmatt I leveled tonight - you just weren't there to notice 
745043,0,Boys can be so frustrating! How am I always in the wrong!? I tried &amp;&amp; failed. Apparently walking away is the fix all!? Ugh! I can't win 
30310,0,School soon.  Holidays go over far too quick.
1181639,4,@deniseiscrazy oh cool thanks 
96573,0,I caved. I logged on to MSN  ...I promise I'll be better from now on!
751930,0,@jamesresendez Why didn't you come over yesterdayy? 
561179,0,"i am meeting thr woman who wrote the book on theatre safety, which i am syked about. but then she is giving us a test which i am not.. "
645749,0,@LindaGranillo If it ever loads! LOL! It is my usuall MPPB vid! 
752456,0,@teal64 what's this about???  
893840,4,@Paehoddy Happy Birthday Patience!  See you at Capitol on the 12th!
1412737,4,@LeanneBarbery Heehee its seems like everybodys monkeys are going to bed at this time 
1081436,4,@LBCIslander Not a problem 
360685,0,"&quot;house&quot; and holy moly, not a moment 2 soon! "
874713,4,At the missis house! Chinesse later  Wheyyy
615167,0,@boulders how rude! i have your carc btw 
624787,0,"@RyanSeacrest I LOVE sushi! Not a good place in my area to get it though.  Love it @ HOUSTON'S when I'm in Scottsdale, AZ."
824055,4,@CrisRepoles ooh MobileChat looks good  thank you 
772506,0,Argh. Beachball of death in Textmate. 
1245402,4,"#chuck #chuckmemondays I didn't realize how short one episode is. Had a great time anyway! Thanks, see you next week "
1157300,4,@mayank I use Ubuntu on my Blog server 
106470,0,"Up at 5.58am on a sunday, something is wrong with me. Got woken up cos I was cold "
269747,0,@ddlovato i LOOOOOVE you. THANKS for your music. come to italy  have fun with your family. God bless !
1274020,4,"@kyleindenver LOL reread your second to last Tweet to me.  I'm just sayin.  K, goodnight!!! Margs soon!"
148117,0,@RhondaLove1997 I wanted Adam lambert to win so badly  and you??
995858,4,the weather is crap bring on summer 
283852,0,too many assignments too little time 
433456,0,@D_doering no we are driving from philly to fairfax we have the mng before tonights show oh and they took out grown man 
917524,4,@TheEngTeacher it's always time for coffee 
162118,0,@lorrainelock they are having a closing down sale !    does not look good.
1172124,4,"@joeyyap Remember his heroic deeds when he and Huang become active in the defence of Xiangyang from Mongolian invaders. ????,?????  "
1130114,4,@BitchenFries I will see if it works out. hey have even added life paths so you can work towards achieving a career and stuff 
934475,4,Wireless keyboard and mouse good when sick in bed watching tv 
5386,0,"@tylertorment This is messed up, possibly to block the Sling Box with any service that AT&amp;T is going to offer "
1248314,4,@SewAboutMyWorld Isn't that the way it goes? 
1518089,4,i stole the cookie! in fact 2 
100593,0,ap world test. ughh 
661956,0,@_amazinq_  i was just kidding ;D here you are ^^ *bring the muffin* haha
344859,0,"Hector's surgery partially successful; good for short term, but inoperable tumour on his heart doesn't look good for medium/long term "
340373,0,@Vanessa_91 Yeah. Too bad 
1116679,4,Anyone need a BRAND NEW queen sz mattress w/ the mattress box? 
337599,0,"@JayGee101 hiya, bit achy today but otherwise good. Sorry you didnt sleep  is it cos ur worrying?"
141835,0,back from shooting. very tired. :| Don't like my shots. 
912247,4,Happy Mother's Day to all you moms out there 
334726,0,@hannah106  :O 8 pages in english. I only wrote 5. 
181464,0,in Macomb visiting my dear sweet lil bro and his friends are all racist sexist jerks! 
930664,4,@JonathanRKnight please don't be hard on yourself - you aren't being insensitive - we know you care...And do get some rest too... *hugs* 
1554489,4,@OrganicUniverse Thank you 
1483814,4,Flat Ironing My Hair  I &lt;3 My Hair Straightener!  @austinbello: Can U please Let me know what U like fans 2 bring + when you go on tour?
1091977,4,says hi guis  still missing everyone .. http://plurk.com/p/x5qiz
248032,0,"had 2 water fights today soo much fun! I cut my finger got a plastic cup cracked and went into my finger, OUCH! it still hurts "
692508,0,@xashley18x why fyl? 
1144306,4,@Grrrl_parts_djs for tonight!  yay!  Under what name?
48665,0,i wish ben has twitter 
776906,0,Awhh whats wrong? 
1310,0,I miss my friends from elementary and middle school 
1023901,4,@Medini Love paella in all it's forms. Sounds wonderful 
1514506,4,enjoying my day.. 
999383,4,I want to party 
1424969,4,@Flower7777 thanks 
923024,4,My mom is here now to take over watching the kiddies. Great granny!   Nate better this morn! Yay! Will prolly be in hospital one more day!
21422,0,playing tetris AGAINS! BUT THIS TIME I ONLY GOT UP TO LEVEL 4 
939640,4,"Anyone interesting for complimentary tasting (with 10 different wineries) this sunday, 17th, send us a message!  "
499876,0,"STILL working, another half hour or so "
1326397,4,@Pink awww poor carey =P diddums lol. i'm sure he'll get over it.  you're on stage now.. how fun! wave to meg from the crowd  xx
1488629,4,@edbiol have 'em explain why Wikipedia is NOT a scientific reference. 
1310845,4,chatting with Alivia! 
929704,4,"@illclairvoyant I think I will make my own studio/office someday, when we own a home. "
1312014,4,@siteflex what a chocolate lover's paradise SiteFlex HQ must be 
1249025,4,my mother is awaiting me with food 
406319,0,At da airport now ugh  i miss u alreadii kidd [&lt;3]
933325,4,@michaelmagical haha we are!! Only a serbirish and kortalian could be adam and eve 
623597,0,"Just got home after an amazing far out womans seminar with the most fab teacher ever, we will miss them dearly here in London "
1341524,4,@bostongrlkayte Nahhhhh .....not possible!! He could never hate u   Funny thing about them socks...he wore them in the M&amp;G in Prov LOL
1486327,4,With my boyfriend by the pool 
1081532,4,@carlosdejesus Haven't figured out how to get the vids on Twitter yet. I'm workin' on it though! 
1153568,4,at monica's house party...i feel so old...oh well...it's all good specially since they have some banana creme pie from naitons! 
745255,0,Totally not my day...got home to bats in my apartment. Couldn't even sleep in my own bed last night. GL needs to cheer me up 
1019088,4,"@b50 @gulpanag is 100% genuine.. pata chal jata hai.. n yes, she does reply too!! "
1317809,4,off to play with my credit card 
1372713,4,"Watching Sunshine Cleaning, putting final touches on tomorrow's presentation and thinking I need to sleep soon!  See ya at #wcchicago!"
455499,0,my head hurts 
101498,0,I'm trying to fix the internet connection which is keeping me away from updating my profile 
7461,0,my throat is a bitch! 
1535527,4,going to get my hair done... yeah! 
640389,0,@Th3eBaDoN3 don't leave me BaBy 
1398685,4,"@sunny525 Well, I hope you have lots of fun doing it. "
1079980,4,Migraine. But definitely looking forward to sleeping in tomorrow.  Good night.
1173000,4,@DailyDestin Nice Aqua Teen Poster 
1529708,4,Makin $$$. Just got to work. 
600640,0,@CorrieVogue your breaking my heart corrie  text me later I wanna see you !
1216061,4,@ddlovato I think you should do your own London show/UK Tour 
1153377,4,Ok so I didn't watch it but I'm glad diversity won BGT. They should take singers out of the running &amp; give proper variety acts a chance 
1499156,4,I know u from youtube.  awesome singer!!
1233807,4,@epiphanygirl  lol check u out... superstar status lmao oww... we need to collab on a song right @mayathb 
1040629,4,@hardlynormal soon my friend. Soon.  
686125,0,"Jan Britney Fuckd Vids is not spamming my follower list anymore. I kinda miss her. Darn!  Ahahaha. Good riddance,... http://ff.im/-4d6pI"
870988,4,"THANK YOU. exactly how i feel about &quot;Earth Day&quot;. pffft. &quot;You know what I think? Once we die out, Earth is going to have a 'People Day'&quot;. "
157288,0,"Anyone with grandma's homemade recipe to stop coughing? Went trhu Theraflu, NyQuil, Rubitussin, Mucinex... Nothing really worked "
755681,0,"So very, very sad about Jon &amp; Kate "
193135,0,i lost my 2 ATM cards and i dont have $$$$  
1337226,4,"@anbpharmd2b I don't think there's a limit... it doesn't say anywhere on the site, so keep voting!! "
1150105,4,@Zoesayhay haha. yes it is 
349339,0,"i'm logging out........ oooohh, i might be staying at Intercontinental hotel tom. Might not get any chance to  be online.... "
720552,0,is still feeling sick 
92745,0,"has no PHONE &amp; no COMPUTER!! Ugh, what am I gonna do?!  Cut off from the world...super sad face.  So long tweeters, til next time...&lt;3"
1322607,4,"starbucks to the desk, this is the life "
503615,0,Awww! Someone is sad they have carseat hair  http://twitpic.com/7isie
1123647,4,The lake is a mirror that moves your reflection. Feeding ducks 
217392,0,"@eXquireNukkah i wanna put a pic in the back tho, its not lettin me "
380469,0,"@butadream the problem was/is, they were not only supposed to work at my place but at the whole house "
1322784,4,"@IzzySc Yes, it's an official Facebook Celebrity page.  It operates the same way as Nick's.  "
1544776,4,Kings of Leon playign on 'Enders :O V. kl  x
1213756,4,@dragonmachida yeah!  you want here??
744766,0,@TeriBeau  Tweetdeck's installed: I missed a lot of things without  it 
877844,4,So happy to see tonya solise tonight i got to give her the new leash i got for bunny 
812250,4,Let's twitter selectively! 
560825,0,I am in office.Getting bored 
470752,0,My shirt.woot shirt arrived!! He glows in the dark but photos don't come out  Name = Xray PiÃ±ata http://twitpic.com/7ggc1
836316,4,"@latigidphotos Hey Fred, thanks for the watch  are you on deviantart?"
1504589,4,"@arminvanbuuren Thankyou for a wonderful set in Melbourne, it was perfect  Enjoyed it so much."
569842,0, I want a hug now ..
1086352,4,off to bedl thank God for weekends! 
513618,0,About to go to sleep  night night
213402,0,"I think I'm going to hit the shower shortly. Might have a sandwich, first. Wish I had some salami "
272265,0,Watching Today Show- Air France disaster. 
1171399,4,Walking to the pier for ice cream. Remember when a 99 actually cost 99 pence 
631180,0,@coffeylicious Fun! i went with nana to get her tooth pulled...i guess you had more fun today 
1075783,4,@mzdann awww that's nice... good ol mother/daughter time plus a few other kids 
1500523,4,So freaken like.. I'm leaving Vegas in 2 days 
754092,0,"put my back out this morning and in a world of pain, good thing i have the day off as i cant get out of bed  "
59380,0,my eye still hurts from the hockey stick 
882625,4,@stephenfry Morning Stephen! Having a nice Sunday? I am a fan of yours! 
1068058,4,tweeting couldn't be more of a thang to do while sitting under this hair dryer... 
445643,0,parents having a party at their house right now.. to early and that was my wake up call 
731276,0,When your 67 year-old dad is raving about his iPhone you really feel stupid not having one yet... 
1526972,4,Good Morning...Congrats to the Lakers &amp; the ciy! I'm guessing most are still sleeping off last night's celebration--it is only 5:30 there 
1052416,4,"@kinkpink My crafty, scar-hiding tattoo? XDD Thanks! "
222575,0,wishing @Jonasbrothers would appear on my doorstep   I'm really depressed today for some reason 
368038,0,my dog is limping  not how i'd like to end my day
1022188,4,The only vendor conference calls I like are the ones where I'm running the call and I'm telling them what to do.  It's all about me!  
1132824,4,"@janetconner I didn't catch yours? You might be able to tell why we click, I'm an INFP. Saw yur reference 2 someone, "
1217837,4,"good job @mameto23 !!! I wanna see, I wanna see  remember, i'm buying one to put in the office ))"
320421,0,@Moriqua143 too bad im at work 
538763,0,rain delay  gonna go to the gym..come on sox you've got these 6 games!!!
1043731,4,@Alicia_MomDot glad they made it back safe and sound 
649640,0,"hmm at work, bored "
1496079,4,Lovin data entry on a Monday morning at work that's a bank holiday for most! 
264832,0,"i would like to learn really basic xcode or dashcode, i just dont get it when reading on web "
1234010,4,@BlogWellDone hehe YAY! I will get to play it eventually! :::sigh:::  hehe
987899,4,@halesbells no problem 
1272741,4,@ChrisHiter LOL here kitty kitty 
1069103,4,@Krismm922  Cool to &quot;see&quot; you n' such a cute pic! 8) Hope you have a FUN weekend!! ;D Mine's gone from bzy moto trip to chillin' locally 
1366153,4,Home from the salon and just gonna stay in &amp; take it easy tonight 
1185198,4,@Orrrla hell yeah  i dont know what condition my trampoline is in these days but im up for it 
987261,4,"Sheï¿½s on the way to Perth.  Australia-Tweeters, have many fun with funhouse-australia-tour with P!NK!!! her show is definitely amazing! "
1407917,4,"It's been a while, working at SMT Studios, done with college till the fall. Catch up with me. "
503805,0,@52teas damn I didn't see the coupon code until now. 
407956,0,@igortizz yesh i am here ~ for a short time  ~ i am being pulled to the market for some reason... ? idk y? lol
507726,0,"At this rate, I am gonna be a chocolate. "
923113,4,@dianneunice ah okie. guee buh-bye. good night na rin. 
1053606,4,is mad excited for graduation 
107294,0,"Tonight, and today overall just sucked "
836439,4,@athugspassion chillin in the tub 
430575,0,revissiiooon grrrrr 
129711,0,im not even remotely thrilled ab this class i have at 1pm. im startin to question my decision on summer classes  i jus wanna eat cocoa...
975179,4,@nick_carter I don't think you're crazy... I KNOW you are! You nut. 
1009917,4,@themakelounge best be polite to these things and move on!! 
664052,0,Had to completly reset Blackberry now i have nothing.. Very angry and i think i have a reason to get iphone 
12521,0,"@kasanika I did.  It always snows on or around hubby's bday, the 24th."
629159,0,it's been one of those nights where I've stayed up for absolutely no reason whatsoever  Time to try sleep I think...
655915,0,It is so hot in my room 
1149940,4,Its a beautiful day. 
148658,0,missing my little kitten Lili-Beth who was run over two days ago  i miss her naughtiness
1421111,4,"http://twitpic.com/6rypg - An edit i made a while ago, who like sit? Miley looks stunning "
497158,0,what do you do when your heart is fallen apart? i really needed you 
1528784,4,@twosixoneone oh this is easier 
366258,0,@tommcfly we'll miss you 
110978,0,first exam tomorrow....     
825750,4,Going to bed with michael bible's beautiful voice in my ears. Luuurve him 
1449863,4,@hasyya Approved 
1094832,4,@monkey_soup Nae bother 
482280,0,Going to work sucks on beautiful days 
856847,4,@gerrymoth just cross posted ur 5800 v21 change log  users were asking for it
355414,0,"is tired, and has not that much to do this weekend! might have to start revising "
430638,0, Raining damn it.
485103,0,im soo annoyed that the file2hd website is still down  pffffffft.
378937,0,I really really dont understand this stuff... 
766557,0,"@clarasdiary i forgive you ;) i'm sorry, that there will be no homeparty  i'd like to come, but the next shuttle would be too far away :/"
1132732,4,Watching twilight  my job is easy lol
290830,0,@sjorourke Suckage   I've found that the only way to deal with TM is to have someone on phone &amp; another on computer
732889,0,want to lay in bed and eat ice cream all day.but unfortunately im at work 
1238543,4,Watch 15 seconds of my wack-ass motion graphics Ninja Dub on Vimeo! http://vimeo.com/4936316  
704992,0,I see you mike on the live show. Wishing I could go to your Birthday Bash 
1129353,4,@gtvone Always good to know my place. Night then. 
1005674,4,gonna miss my hubby  eventhough for a day!
511964,0,"Fahr bald ins Cora und werd dort Baguettes besorgen. @crazyrunnerguy all the best, I know sunburns too well "
1058503,4,@FallenStar1 go out! 
175974,0,"Ever since Orchid quit drinking from a bottle, she's been eating us out of house and home! Holy crap girl! Still not drinking milk though "
145267,0,@briangramo - I'm in the hospital - wrist band and all. No way I can film an mmo segment  no idea when I'm getting outta here.
1189811,4,@areyousirius73 yess sir .... last night was chillin huh ?? and the show went really well 
56043,0,just need to focus for a couple more hours...finish my work then I can play...working on a sunday is so WRONG!!  
17871,0,BACK!!  WERE OUT OF CHEESE BALLS
948124,4,@MeaganNewell hope it went amazingly!  come back to nyc!
213047,0,I think I broke my throat by shouting at the tv. 
58154,0,@Nikki_BU Gafford that was presh!! I want one!!!!!!!!! I want a nice guy that's far from ordinary 
1550443,4,"MSN isn't forgotten, cause there are still people who don't have twitter "
457,0,is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for 
199322,0,@tommcfly I'm so sad about that though 
1233053,4,It was nice hearing the buzzer and not having to rush to answer it 
1035798,4,@RyanSeacrest The link isn't working Seacrest!!!! I wanna see  I LOVE KC!
223967,0,@Bonnevillian lmaooo I'm not wagon hoping I jiust don't want kobe to win!!! Its over for that ballin smh!! I still love bron bron 
969704,4,@FMGFocus: ha ha ha  tweople.
1127469,4,"Best day ever, so far "
743720,0,aww i dnt wana leave the downtown is great here and so was that bed 
422711,0,@rufio_o yeah but i took it out n now it's a goner. 
1333782,4,@PaulWilks Already looking forward to explore your blog Paul 
583899,0,Just saw Dakota for the last time. 
495108,0,@wd8ldy Something can be technically accessible but not as usable as we might like. 
549463,0,i fuckin hate online tech support.. they piss me off 
509678,0,@lazwah nope the 18th for us .... sad face  haha
556620,0,"@PoynterJones i no, u can always tell when im on holiday, bloody rains "
514584,0,When @Miss__Anne sent that @Keith_mark was sleeping. Unfortunately now the books are out 
566792,0,Oh snap!!! Ahhhhhhhhhh I think I'm getting sick  n I know who 2 blame!!!
639986,0,I am w8ing for exam from marh 
1494098,4,@djenvy @BoricuaJimmy I knew it lol..  ONLY HIM..
402555,0,Is writing reports on a saturday night... how sad! 
235811,0,I wish I could cuddle my kitty Mufasa ... but he's a little sore &amp; tender after the cat fight 
301792,0,@CHRISDADDY 
594070,0,@jorosep I really don't think @billy_burke will answer us. He never does 
321026,0,the twitter fail whale has already made two appearances today 
1172391,4,@jordanknight good morning jord!!! im up showered and ready for the day....are you showered yet? brush yo teeth? have a good one!! 
526213,0,"@ThomasHensel  Feeling okay, despite a slight headache.  Working on City Faeries per my agreement with Felix. ;)"
1151676,4,Goooooooodmorning! 
1116860,4,Watching Wizards of Waverly Place 
1184098,4,I love barry m nail paints 
855390,4,Testing... excuse the spam  artfg
265429,0,was watching MTV Awards and was horrible !!! So  disappointed 
1342305,4,is soooooo excited about tomorrow....Girls Aloud!!! 
792607,0,is at home watching Criminal Minds and then Las Vegas and then.... forced myself to sleep!! 
1035650,4,"@zbussey just so you know, hasket has 2 new songs up on their myspace "
438333,0,my last shift with my cousin is today   aww everyone's all sad lol
245971,0,Sooooo burnt :| it hurts 
187399,0,jay lenos last show 
898668,4,@iamjonathancook try listening to one of your favorite soundtracks. harry potter sends me to sleep in an instant. 
60365,0,@EllisRegan awwww man i couldn't possibly!! friday and last night are enough to put a girl off for life!! haha my feet hurt 
1039929,4,First Friday! No School! 
1412186,4,"@StewartKris so just 'd like to say that i'm a huge fan of you, saw some of your movies and loved it "
173346,0,@mitchelmusso so cool! if only i could call! my phone won't let me calll the number! 
75215,0,@truedeadman I want to see Wolverine very badly.. But I know for a fact all the terrorists-Tourists are going to be there due to weather 
665678,0,Is literally sick from working too much 
814220,4,"Had to happen, @Oprah is on twitter, and only after 24 hours, she's got 260,371 followers and counting...  You go girlfriend!"
244407,0,"@saybye627 You wait for last night, ill keep waiting for Wednesday's show "
1144913,4,please take this poll... http://twtpoll.com/28e62r ..... 
1529985,4,"@Anarkitty - HaHa, very funny! Hope you are well "
1212493,4,@WeTheTRAVIS CELEBRATE! eat lots of cakes 
146342,0,"@daisydukelba oooh, that's what you do? that's so cool! ohoh...getting late, must get ot the gym and still in my robe! "
1259132,4,Just got the hotel in bright and sunny Seattle  beautiful day!
761399,0,@BBBaumgartner I am sorry for your loss.  My thoughts &amp; prayers are with you and your family. â¥
1270774,4,"@kvidell Hey, if you can make it down to los feliz, youre welcome to come with.  Otherwise, a trip to SJ is in order "
666371,0,@JamesUK2009 i dont have an irish accent..i have no accent Lol...yup..im never gonna get therethey keep unfollowing  Lol
790245,0,@samanthai ooh I don't think so - can't believe I'm saying that. MUST be sick.  Good luck with your day - fight the power! ;)
1041661,4,"Have been up for two hours now and am completely boreddd, "
100034,0,"@ hoseachanchez i'm up too, sorry u can't rest "
933722,4,had fun with the girls drinking margaritas and now sitting at home watching glory road 
707168,0,AYE MY STOMACH IS KILLIN ME! I think all the bacon and eggs quesidillas and pizza from yesterday caught up! 
1115512,4,@MelKirk I think that's &quot;hip hip hip hooray&quot;   Still sunny though.
841005,4,Heyyyyyy everyone!  uhh I hate Sundays!
1519505,4,"@Shiminay LOL, fair enough. I think it should be legal to open your door and bat the cyclist when they equally as ignorant "
1235389,4,"@keren4562 haha  well, i know it's weird but i really do fell in love with danny..and not just crush thing.. i mean serious love. )"
1025830,4,@asexiness Thank you! 
616162,0,Thinking about making lunch... One problem... we don't have any cheese or hummus or meat or anything for sandwich's.No left overs either! 
994647,4,everyone should listen to the song Reflection of the Commonwealth by Underneath the Gun 
282897,0,"hey beauties! im about to leave to go buy a new iPod, i dropped mine  ill be thinking of you all!"
1357988,4,@joebonsall Thank You for sharing the link Joe. Now - with tears flowing - will watch the you tube video of G.I. Joe and Lillie. HUGS 
1589776,4,Myspace has been updated 
123766,0,"Oh crap, just opened the curtains and realised there's bott all fine about it!!  Sheesh why can't I live somewhere sunny??? "
1066653,4,"i wish i had someone to hang with tonight. but no, i'll be at home with my dog. lol. at least tomorrow i get to go to the beach with Joey "
536603,0,just finished a recording... now its 4.30 am... my time to sleep... also have work tomorrow.. 
1592393,4,@skating102  That sounds like fun!! 
1362632,4,@ the movies w/ @StephenAGraham...we are gonna watch &quot;the Hangover&quot; 
